objid,u,g,r,i,dered_u,dered_g,dered_r,dered_i,z,camcol,field,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,specobjid,specClass,z,objType,mag_0,mag_1,mag_2
588017571389636767,23.348574,22.240005,20.776237,20.004419,23.211748,22.139332,20.70322,19.949053,5.53124,5,94,23.090015,22.28544,20.833441,20.056749,19.070217,478172773370298368,0,5.53124,1,23.748301,22.227581,21.38689
588017605754224684,19.467257,18.820625,18.655979,18.586353,19.371754,18.750355,18.605013,18.547707,2.49051,5,168,19.466707,18.836163,18.64439,18.593918,18.062904,384722723948986368,4,2.49051,1,18.864704,18.647982,18.523525
588017605776441444,19.193218,18.692789,18.641682,18.681734,19.077932,18.607964,18.580158,18.635082,2.63367,5,507,19.19908,18.695911,18.650925,18.687298,18.668346,445240211522191360,4,2.63367,1,18.832333,18.663025,18.633009
588017626162397343,23.629261,20.26222,19.849768,19.387835,23.584938,20.229609,19.826115,19.3699,3.06609,3,276,23.566513,20.274012,19.867533,19.400681,19.030848,378810678670000128,3,3.06609,1,20.337248,19.825781,19.342833
588017626688323772,22.211098,19.361013,18.87467,18.458223,22.10277,19.281307,18.81686,18.414387,3.07639,4,109,22.126858,19.374376,18.888174,18.46229,18.19895,384722722917187584,4,3.07639,1,19.500521,18.917988,18.448553
588017704549417215,25.257664,21.551908,20.292454,20.145044,25.126968,21.455746,20.222708,20.092157,3.86953,5,335,25.161587,21.540102,20.298523,20.160667,20.080317,477891281188552704,3,3.86953,1,21.784523,20.386768,20.140343
588017704561213877,23.110273,21.344818,21.303034,19.840944,22.939455,21.219131,21.211876,19.771822,2.24379,5,515,23.491356,21.63422,21.816494,20.076445,19.898281,483523963192868864,0,2.24379,1,22.138948,20.809622,20.2715
588017712587079800,23.560816,19.841034,19.089848,18.673491,23.478464,19.780439,19.0459,18.640165,2.98899,4,100,23.462866,19.843155,19.085924,18.663364,18.706789,470855772008349696,3,2.98899,1,19.834219,19.110994,18.698307
587741708338462842,20.058979,19.720909,19.388998,19.127722,19.973345,19.657902,19.3433,19.093069,2.03142,2,306,20.054827,19.714108,19.385351,19.116161,18.897234,661415507194281984,3,2.03142,1,19.845783,19.486225,19.215435
587741709949861904,19.432665,19.125792,19.090368,18.92734,19.326868,19.047947,19.033909,18.884527,2.17489,5,318,19.444849,19.139254,19.106062,18.923208,18.677853,661415508653899776,3,2.17489,1,19.040154,19.053432,18.930862
587741720673452140,19.641031,19.293781,19.317863,19.059437,19.537022,19.217253,19.262358,19.017349,2.15207,1,107,19.641901,19.300686,19.314299,19.053848,18.747154,629327844903747584,3,2.15207,1,19.238823,19.180023,18.97974
587741721209667693,22.413452,19.973816,19.587095,19.608955,22.3081,19.896299,19.530872,19.566324,3.18637,2,97,22.329525,19.972591,19.581257,19.61937,19.715097,628201811274104832,4,3.18637,1,19.953449,19.61237,19.715767
587741721210191988,21.872454,19.568972,19.162544,19.013748,21.763575,19.488859,19.104441,18.96969,3.31788,2,105,21.812166,19.560423,19.195616,19.045986,19.032999,628764885613805568,4,3.31788,1,19.712025,19.230299,19.152153
587742014360387593,19.363413,18.720133,18.582342,18.588015,19.198462,18.598763,18.494314,18.521267,2.48212,4,390,19.3585,18.723789,18.579344,18.590225,18.380323,745579751954972672,4,2.48212,1,18.786251,18.632359,18.662081
587742014361174098,23.554699,20.666466,19.37682,19.202305,23.38007,20.537975,19.283627,19.131639,3.62564,4,402,23.667322,20.711212,19.434589,19.268682,19.025057,745860054132981760,4,3.62564,1,20.866806,19.4659,19.217052
587742014371790931,19.199759,19.115934,19.031511,18.893143,19.027523,18.989204,18.939596,18.823446,2.06826,4,564,19.192446,19.132351,19.042458,18.906876,18.672508,781327288435212288,3,2.06826,1,19.35454,19.225605,19.07723
587742014881071240,21.523605,19.491688,19.079853,19.006624,21.364595,19.374691,18.994997,18.94228,2.9991,5,143,21.525076,19.445875,19.068439,18.99682,18.971745,665637644012617728,4,2.9991,1,19.403759,18.940712,18.885319
587742014882250844,18.257446,18.127623,18.060242,17.940805,18.132399,18.035614,17.993509,17.890203,2.09588,5,161,18.28117,18.148033,18.065399,17.941336,17.806692,668452515594895360,3,2.09588,1,18.26738,18.117855,18.016979
587742014895161540,24.199123,21.267262,20.142279,19.859182,24.080797,21.180199,20.079134,19.8113,4.08838,5,358,24.119991,21.278694,20.143774,19.869305,19.873528,745016775984283648,3,4.08838,1,21.555519,20.416367,20.256695
587742014911479860,19.591753,19.283644,19.22435,19.155251,19.363569,19.115749,19.102579,19.062914,2.16191,5,607,19.573475,19.296883,19.218924,19.158363,19.035576,786112452222779392,3,2.16191,1,19.605141,19.464752,19.328308
587742015428887195,23.197371,24.124413,21.532349,20.15189,23.070879,24.031342,21.464846,20.100704,3.79085,6,310,23.181274,24.207029,21.624556,20.210318,19.851742,707859513734070272,3,3.79085,1,26.314445,22.104654,20.612936
587742060543344879,23.004023,21.081303,19.980751,19.879042,22.903818,21.007574,19.927277,19.838493,3.78642,2,574,22.888905,21.091444,19.985245,19.887999,19.600853,746986030208385024,3,3.78642,1,21.400583,20.152561,19.960981
588011102107533453,19.717815,19.412601,19.217024,19.038094,19.633978,19.350914,19.172283,19.004168,2.00921,3,283,19.720289,19.426708,19.210648,19.039448,18.900084,229064016759095296,3,2.00921,1,19.735634,19.443554,19.163296
588011102109040651,19.549469,18.233185,18.005455,17.949306,19.48122,18.182968,17.969034,17.92169,3.06182,3,306,19.523525,18.236401,17.997776,17.962482,17.965181,229345872788324352,4,3.06182,1,18.153229,17.899492,17.854422
588011123042549791,19.275549,19.258919,19.249369,19.105736,19.163013,19.176115,19.189314,19.060198,2.07898,2,238,19.290693,19.268351,19.257507,19.114,18.836742,220901125795086336,3,2.07898,1,20.202991,20.306206,20.189371
588011124116226074,18.975208,18.773706,18.622768,18.512337,18.901033,18.71913,18.583185,18.482321,2.06558,4,237,18.947079,18.779547,18.61075,18.494717,18.35985,220619643088273408,3,2.06558,1,19.052429,18.943657,18.875471
588015508755644506,19.933653,19.567989,19.548187,19.220776,19.321024,19.117224,19.221254,18.972872,2.18874,3,461,19.953613,19.586576,19.576799,19.24349,18.96534,116753553501978624,3,2.18874,1,19.677631,19.589813,19.255726
588015509804286072,20.601173,19.683664,19.14889,18.91868,20.468208,19.585831,19.077932,18.864876,2.37878,5,78,20.588177,19.689455,19.162897,18.943308,18.534082,108590678157557760,4,2.37878,1,19.870401,19.319595,19.072004
588015509825061072,23.916153,22.314535,20.121191,19.60313,23.464596,21.982285,19.880215,19.420404,4.14903,5,395,23.837074,22.32288,20.125021,19.599051,19.206385,115627290083196928,4,4.14903,1,23.954338,20.771957,20.08749
588016840173092925,19.70845,19.146696,18.98683,18.943739,19.481773,18.97991,18.865862,18.852013,2.42516,3,119,19.706182,19.157883,18.995195,18.956406,18.754642,446646712526700544,4,2.42516,1,19.099913,18.892914,18.850924
588017109682487438,24.389784,20.741577,20.423052,20.208796,24.251438,20.639784,20.349222,20.152813,3.20452,1,122,24.33325,20.740892,20.412432,20.195311,20.251595,406677732743708672,3,3.20452,1,20.853405,20.410318,20.359638
588017111288250502,20.233364,18.70878,18.619541,18.545557,20.132654,18.63468,18.565798,18.504805,2.90921,4,48,20.232784,18.682131,18.629831,18.564074,18.604128,403018291548782592,3,2.90921,1,18.744085,18.530622,18.464632
588017111291789352,19.178814,18.611288,18.587875,18.611767,19.118916,18.567217,18.55591,18.587528,2.49775,4,102,19.180351,18.636856,18.601139,18.603537,18.399113,405833431998529536,4,2.49775,1,18.483765,18.478764,18.524624
588017116123824275,25.961159,20.950787,19.578325,19.580942,25.876802,20.888718,19.533308,19.546806,3.70916,5,105,25.84614,20.963377,19.593122,19.59613,19.484612,412025797088378880,4,3.70916,1,21.022577,19.616652,19.528172
588017565482418307,19.224489,18.720266,18.586561,18.508993,19.116943,18.641134,18.529169,18.465473,2.23385,2,69,19.230587,18.717436,18.581108,18.507423,18.277592,451713831266156544,3,2.23385,1,18.727129,18.518463,18.447548
588017566026629243,21.343792,19.517357,19.182631,19.174797,21.184942,19.400476,19.097858,19.110518,2.94221,3,181,21.302166,19.518734,19.177742,19.178318,19.22983,454528762390773760,4,2.94221,1,19.404097,19.099405,18.995071
588017567091851431,20.569912,19.414486,19.232883,19.009279,20.479927,19.348276,19.184862,18.972866,2.86988,5,51,20.589207,19.418221,19.23152,19.009274,18.809669,451151051114938368,3,2.86988,1,19.527786,19.251404,19.071671
588017567101812741,18.934752,18.569065,18.516764,18.528545,18.787409,18.460651,18.438133,18.468922,2.28497,5,203,18.92029,18.570219,18.50416,18.528576,18.344988,455091923091193856,4,2.28497,1,18.698416,18.642757,18.630552
588017571926573103,19.372404,19.194559,19.101925,19.011974,19.259581,19.111544,19.041716,18.96632,2.13528,6,95,19.381107,19.214172,19.111942,19.009724,18.871498,478454255724789760,3,2.13528,1,19.228352,19.099691,19.066517
588017605216436351,23.765425,20.718403,19.350344,19.267294,23.682961,20.657726,19.306337,19.233925,4.01762,4,154,23.331768,20.703667,19.349863,19.253443,19.173615,384159766093496320,4,4.01762,1,20.632832,19.255655,19.160576
588017605236228142,18.730162,18.44705,18.4454,18.451429,18.616156,18.363165,18.38456,18.405296,2.22072,4,456,18.733206,18.455669,18.441612,18.453926,18.31148,381063635520192512,3,2.22072,1,18.423223,18.457155,18.468405
588017605768511532,19.369839,18.813841,18.561512,18.439583,19.313515,18.772398,18.531454,18.416792,2.15083,5,386,19.373102,18.812725,18.558664,18.431311,18.1677,379936506518700032,3,2.15083,1,18.81563,18.545443,18.4244
588017625078038796,22.024818,20.747442,19.325872,18.702629,21.904127,20.65864,19.261465,18.653791,2.18436,1,114,21.968975,20.746643,19.325874,18.688536,18.286905,384722722300624896,3,2.18436,1,20.847523,19.413624,18.772055
588017625609994365,20.330217,19.735817,19.192486,19.003136,20.265593,19.688267,19.157999,18.976986,2.06,2,39,20.309265,19.721411,19.181488,18.997614,18.907537,383033743767502848,3,2.06,1,19.677992,19.048122,18.883926
588017625619300575,25.194761,21.369251,20.345854,20.180696,25.103163,21.301853,20.296972,20.143631,3.54804,2,181,25.076935,21.387539,20.372107,20.201832,20.40848,386129057571405824,3,3.54804,1,22.412479,20.790461,20.464352
588017626172293214,19.30283,19.022961,18.914467,18.826599,19.149506,18.910147,18.832645,18.764555,2.1917,3,427,19.311661,19.037867,18.937805,18.844696,18.684034,381625467112783872,3,2.1917,1,19.005466,18.908211,18.860146
588017626699006006,19.272272,19.105436,19.028547,18.842417,19.208769,19.058712,18.994659,18.816719,2.02474,4,272,19.267565,19.106785,19.030891,18.839064,18.764956,378810679903125504,3,2.02474,1,19.053391,19.019041,18.868885
588017627756429391,19.43198,18.877787,19.04431,18.669872,19.353844,18.820293,19.002611,18.638254,2.27768,6,23,19.515841,18.944513,19.258753,18.757967,18.519079,382470626733981696,4,2.27768,1,18.974277,18.837889,18.803244
588017704547975240,17.477324,17.261665,17.143118,16.996284,17.343201,17.162979,17.071543,16.942011,2.12109,5,313,17.484711,17.255262,17.135141,16.985546,16.767071,477609693699637248,3,2.12109,1,17.079559,16.990192,16.905642
588017605763989581,19.086981,19.053993,19.124208,18.938387,18.998734,18.989063,19.077116,18.902678,2.09566,5,317,19.097757,19.05776,19.11204,18.931025,18.73748,378529110726541312,3,2.09566,1,19.144125,19.189541,19.077881
588017605770412277,23.010347,21.490065,20.00386,19.496706,22.958666,21.452038,19.97628,19.475792,2.23346,5,415,23.248377,21.609484,20.126822,19.629742,19.370605,380217935198683136,0,2.23346,1,22.361847,20.35116,19.765921
588017626155516178,24.520313,24.528057,21.505638,19.877703,24.457361,24.481737,21.472044,19.852228,5.20555,3,171,24.606874,24.57571,21.584839,19.962793,19.967924,386129058489958400,3,5.20555,1,0,22.350697,20.522583
588017626694090788,19.66715,19.069651,19.107265,19.086679,19.568687,18.997202,19.05472,19.046835,2.36648,4,197,19.672991,19.097036,19.139894,19.103579,18.985088,386411570265063424,4,2.36648,1,19.019518,19.060692,18.981977
588017627235680313,19.137186,18.424801,18.454773,18.492924,19.079586,18.38242,18.424034,18.469616,2.62361,5,269,19.099237,18.44063,18.463011,18.513824,18.335821,378810679655661568,3,2.62361,1,18.425034,18.447645,18.487751
588017704561672397,21.456974,19.77334,19.541916,19.401449,21.255747,19.625278,19.434528,19.320021,2.9078,5,522,21.453583,19.767532,19.535967,19.397274,19.386379,484086882041331712,4,2.9078,1,20.026794,19.720898,19.557583
588017713659445278,19.612925,19.055731,19.014711,19.007189,19.551256,19.010355,18.981802,18.982235,2.34646,6,79,19.616451,19.073725,19.006304,19.007107,18.903442,470292728144461824,4,2.34646,1,19.245859,19.17132,19.206966
588017713660625055,22.045635,19.455076,19.349241,19.148972,21.956232,19.389296,19.301531,19.112795,3.10664,6,97,22.061789,19.442371,19.346392,19.152132,19.038673,470855771551170560,3,3.10664,1,19.665298,19.480959,19.317402
588017720109301785,18.292746,17.743095,17.572378,17.51564,18.204947,17.678493,17.525524,17.480112,2.48691,2,192,18.271866,17.759268,17.58783,17.506329,17.320864,409492637062529024,4,2.48691,1,17.569437,17.473021,17.437069
588017720639881278,19.559074,18.950651,18.864494,18.781349,19.487686,18.898125,18.826397,18.75246,2.23109,3,96,19.546183,18.964115,18.864237,18.810604,18.395441,405551961677496320,3,2.23109,1,18.987091,18.932055,18.703667
588017721716637821,20.969154,18.956661,18.577547,18.512112,20.865772,18.880592,18.522377,18.470278,3.29899,5,142,20.928041,18.950712,18.56661,18.507906,18.482653,407522441787604992,4,3.29899,1,19.022747,18.611208,18.542318
588017721721552978,19.698278,19.426056,19.281763,19.133184,19.620501,19.368828,19.240255,19.101711,2.09051,5,217,19.69018,19.426241,19.273136,19.138498,18.817133,410055695820390400,3,2.09051,1,19.597916,19.390755,19.195728
588017722248790192,19.983299,19.383478,19.123852,19.055267,19.917482,19.335051,19.088728,19.028635,2.25558,6,70,19.980249,19.37479,19.138186,19.065208,19.121164,404144209457577984,0,2.25558,1,19.375715,19.099455,19.057026
588017725477421216,20.211685,19.363478,18.901611,18.839426,20.059183,19.251268,18.820229,18.777716,2.40868,4,183,20.199247,19.391605,18.916943,18.85919,18.567593,504636247629627392,3,2.40868,1,19.386913,18.852137,18.790943
588017726555029554,19.487854,18.807335,18.688871,18.685518,19.387968,18.733839,18.635567,18.645098,2.69,6,242,19.468977,18.82266,18.70471,18.704645,18.608225,506603506254217216,4,2.69,1,18.801584,18.689102,18.632359
587722982284001419,20.387054,18.617641,18.448914,18.243439,20.274982,18.535179,18.389105,18.198088,3.0287,2,351,20.364574,18.593533,18.446386,18.23793,18.170809,82976922430078976,4,3.0287,1,18.716932,18.50194,18.284176
587722982289441108,24.976593,22.947824,20.655519,20.177666,24.764919,22.792076,20.542559,20.09201,4.41971,2,434,25.108776,22.897781,20.658253,20.181229,19.92728,84947058456264704,3,4.41971,1,23.428501,20.601257,19.919289
587722982819889214,19.230497,19.128769,19.063221,18.950825,19.10206,19.034267,18.99468,18.898851,2.03719,3,336,19.237516,19.133621,19.058773,18.951982,18.719519,82695481645334528,3,2.03719,1,19.196356,19.154816,19.017204
587722983899726019,23.463095,21.006405,19.641092,19.550772,23.295521,20.883104,19.551664,19.482962,3.70165,5,429,23.295479,21.011265,19.652967,19.567638,19.579847,84665588772765696,3,3.70165,1,21.248878,19.742842,19.659962
587722983903658176,22.12031,20.50741,19.34811,19.308994,21.962225,20.391092,19.263746,19.245024,3.71367,5,489,22.157797,20.538401,19.401375,19.35549,19.277445,86071546040287232,4,3.71367,1,20.652042,19.444878,19.432133
587724197211668624,21.054213,19.570583,19.200439,19.105654,20.155382,18.909233,18.720772,18.741938,3.05915,1,180,21.020329,19.557621,19.190994,19.105806,19.013315,120694126172700672,3,3.05915,1,19.702795,19.188173,19.071112
587724198276628555,19.63843,19.617878,19.52342,19.111158,19.343397,19.400797,19.365974,18.991772,2.04051,3,46,19.648323,19.62542,19.515146,19.10873,18.904533,118442275561799680,3,2.04051,1,19.733477,19.701754,19.293743
587724234249732178,18.998541,18.807638,18.712139,18.522547,18.573111,18.49461,18.485106,18.350393,2.07672,6,88,19.002768,18.835566,18.733358,18.556049,18.318739,118442276828479488,3,2.07672,1,19.064556,19.03462,18.748344
587724240696246485,19.861729,19.371931,19.309769,19.298218,19.542927,19.13736,19.139637,19.169212,2.34946,2,150,19.867199,19.390432,19.339804,19.312578,19.050207,130545858662891520,4,2.34946,1,19.588276,19.483952,19.456423
587724241231610047,24.772055,21.571747,19.695185,19.58473,24.524389,21.389517,19.563017,19.48451,3.69369,3,127,24.539242,21.57929,19.723963,19.613743,19.198673,129982916682842112,4,3.69369,1,21.467583,19.640062,19.604517
587724649795092742,25.590801,21.272362,20.018385,19.896614,25.478725,21.189898,19.958574,19.851261,3.76602,4,199,25.456814,21.297554,20.06988,19.954018,19.905828,93674609135583232,3,3.76602,1,21.837132,20.274685,20.226097
587725039551250570,20.465115,18.620516,17.870449,17.694109,20.086908,18.342236,17.668617,17.541065,2.2171,2,14,20.462194,18.651541,17.848185,17.719616,17.59745,91985792292880384,0,2.2171,1,0,0,0
587725040093823074,19.453018,18.855032,18.828545,18.840553,19.291807,18.736414,18.742514,18.775318,2.40771,3,101,19.460516,18.886532,18.851727,18.866211,18.63806,93955850653138944,4,2.40771,1,18.97789,18.927975,18.967663
587725040099131406,19.415087,19.140511,18.960861,18.777922,19.273762,19.036526,18.885443,18.720734,2.03659,3,182,19.387133,19.145943,18.955505,18.7731,18.470793,95642033217077248,3,2.03659,1,19.148233,18.996056,18.798674
587725469061218477,24.044876,21.292887,19.558891,19.587477,23.958475,21.229315,19.512783,19.552515,3.7601,2,216,23.788204,21.312843,19.575541,19.60347,19.3946,126886683072266240,3,3.7601,1,21.449158,19.694277,19.559147
587725469591732345,19.645489,19.460489,19.357759,19.175304,19.373821,19.260599,19.212782,19.065372,2.16165,3,119,19.643814,19.479891,19.354084,19.163969,18.893761,123790325712945152,3,2.16165,1,19.383593,19.335068,19.140316
587725469596844196,19.89263,19.22525,19.205965,19.194477,19.779709,19.142164,19.145704,19.148783,2.39403,3,197,19.882639,19.234413,19.203026,19.189938,18.9741,126042126881390592,3,2.39403,1,19.246586,19.178158,19.14257
587725552822452354,19.497105,18.856695,18.858583,18.843458,19.399391,18.784798,18.806438,18.803917,2.37579,6,359,19.517969,18.889828,18.920069,18.87862,18.675985,138990318665072640,4,2.37579,1,18.640282,18.647795,18.734749
587725816956584034,19.326923,18.69586,18.726389,18.74103,19.234512,18.627865,18.677073,18.703634,2.40348,2,262,19.335545,18.702993,18.713823,18.740431,18.466406,140679300381671424,4,2.40348,1,18.643236,18.737019,18.71417
587725816957174152,25.955664,22.877104,20.840252,20.441015,25.87435,22.817274,20.796858,20.408112,2.17651,2,271,25.867157,22.925398,20.910219,20.495987,20.38344,171643056611655680,0,2.17651,1,22.731018,20.911873,20.538034
587725817494962226,19.141731,18.806353,18.738937,18.71809,19.079395,18.760487,18.705671,18.692865,2.19035,3,285,19.140987,18.816008,18.748123,18.727222,18.583427,171643055328198656,3,2.19035,1,18.956251,18.853689,18.821287
587725818020757683,22.196028,20.006905,19.949854,19.864923,22.108517,19.942514,19.903152,19.829512,3.07323,4,116,22.163883,20.029503,19.976753,19.883036,19.958179,138145773987561472,4,3.07323,1,20.101131,20.026445,19.995604
587725979616346136,18.900087,18.796799,18.71343,18.631037,18.740286,18.679218,18.628151,18.566372,2.07972,1,77,18.893995,18.801239,18.70801,18.628628,18.365107,125760744657518592,3,2.07972,1,18.844994,18.749195,18.647326
587726013995745419,19.459925,18.634386,18.22304,18.160774,19.355259,18.557375,18.167185,18.118422,2.13183,1,377,19.471615,18.644974,18.228685,18.17872,17.830915,145746005374009344,3,2.13183,1,18.695829,18.289818,18.222389
587726014012457230,19.895645,19.40213,18.870834,18.635597,19.686932,19.24856,18.759453,18.55114,2.04505,1,632,19.893757,19.391537,18.859735,18.633032,18.476265,151094029805682688,3,2.04505,1,19.414143,18.895651,18.650881
587726015087837357,25.17351,20.577936,18.922148,18.701006,24.941008,20.406862,18.798071,18.606922,3.90827,3,657,25.010094,20.563307,18.908556,18.694431,18.574673,151657002144104448,4,3.90827,1,20.746725,18.962782,18.694214
587739827136823535,24.846153,20.583706,20.07486,19.890533,24.649372,20.438917,19.969847,19.810905,3.25971,2,215,24.613277,20.578054,20.061098,19.898293,19.625549,610187727115124736,3,3.25971,1,20.968269,20.118311,19.766539
587739827677430037,21.45433,18.579596,18.471468,18.401022,21.224951,18.41082,18.349058,18.308203,3.10125,3,272,21.376818,18.586504,18.483618,18.407173,18.376526,619757940533886976,4,3.10125,1,18.643246,18.467899,18.409014
587739844315054128,19.631626,19.02494,18.821009,18.815519,19.348728,18.816788,18.670038,18.701044,2.39286,2,190,19.600801,19.034195,18.832224,18.836493,18.736525,786392702139760640,4,2.39286,1,19.15793,18.931469,18.930344
587739844844257466,24.356949,22.511816,20.320265,19.888887,24.219532,22.410706,20.246931,19.833281,3.88643,3,73,24.277508,22.541233,20.384914,19.920816,19.529428,784142045743677440,3,3.88643,1,22.428761,20.377417,19.812098
587739846455132334,23.413256,20.400421,20.15345,20.128113,23.293411,20.312241,20.089495,20.079617,3.18284,6,77,23.186995,20.406176,20.162779,20.12396,20.336262,784142047161352192,3,3.18284,1,20.595779,20.288013,20.228802
587741420030263356,19.902401,19.029379,19.001724,18.824228,19.651251,18.844585,18.867697,18.722599,2.43932,1,176,19.917133,19.05764,19.033028,18.863434,18.556425,643963933874454528,3,2.43932,1,19.004553,18.977135,18.862305
587741567124766732,19.098049,18.932022,18.830641,18.57682,18.973667,18.840504,18.764263,18.526489,2.03967,3,52,19.095514,18.908615,18.833338,18.581587,18.35708,662823160692867072,3,2.03967,1,18.879997,18.703527,18.44442
587741600951173142,19.224085,18.640312,18.432644,18.394119,19.12612,18.568232,18.380365,18.354477,2.44213,2,106,19.221155,18.661213,18.424458,18.401287,18.13866,622853671008337920,3,2.44213,1,18.543539,18.325861,18.306095
587741602028322977,22.21912,18.85844,18.468878,18.302017,22.107424,18.776255,18.409269,18.256819,3.29835,4,158,22.102808,18.860697,18.461235,18.305777,18.293791,625386959979675648,3,3.29835,1,18.857489,18.445499,18.349329
587741602570371172,22.808075,20.355234,20.142277,20.196077,22.721943,20.291859,20.096312,20.161224,3.00503,5,237,22.667723,20.34506,20.137064,20.181955,20.118296,629327846187204608,4,3.00503,1,20.261635,20.00111,20.122107
587741708333350969,19.59757,19.055302,18.956224,18.966125,19.448265,18.945444,18.876547,18.905708,2.31072,2,228,19.590771,19.065889,18.954418,18.972996,18.741949,645371343272935424,4,2.31072,1,19.088877,18.9519,18.926449
587741708881494141,21.967821,19.283957,18.975611,19.107496,21.872555,19.21386,18.92477,19.068945,3.1145,3,400,21.928686,19.279425,19.012503,19.141308,19.006716,623979596609486848,4,3.1145,1,19.463333,19.124725,19.196522
587741709400145994,19.242729,18.96158,18.656471,18.531366,19.08572,18.846054,18.572683,18.467833,2.06489,4,122,19.25448,18.982479,18.713705,18.557367,18.344465,640867739421900800,3,2.06489,1,18.998848,18.752029,18.583963
587741709419413717,22.205568,20.172228,19.976414,19.947348,22.071308,20.073441,19.904764,19.893019,3.03558,4,416,22.070646,20.164719,19.978031,19.958996,19.972549,624824113331961856,4,3.03558,1,20.63789,20.353077,20.282429
587741709953269829,23.473843,19.806522,19.500793,19.327009,23.373228,19.732492,19.4471,19.286295,3.22548,5,370,23.421539,19.799023,19.493164,19.329912,19.320213,622853672233074688,4,3.22548,1,19.958597,19.549068,19.364388
587741722820673630,19.770386,19.623108,19.454277,18.98716,19.66824,19.547949,19.399765,18.945826,2.02053,5,103,19.778864,19.624138,19.452522,18.997925,18.803219,629327845469978624,3,2.02053,1,19.587814,19.314251,18.99329
587741725500768278,19.202684,18.819813,18.641811,18.49341,19.095448,18.74091,18.584583,18.450016,2.06557,2,38,19.194611,18.828985,18.641907,18.49925,18.345022,704201205932359680,3,2.06557,1,18.820065,18.646887,18.524567
588011097798410351,19.505402,18.765924,18.756807,18.729977,19.467659,18.738153,18.736666,18.714705,2.39798,3,67,19.505049,18.780823,18.749765,18.72611,18.509956,218086199468752896,4,2.39798,1,19.003437,18.927174,18.856689
588011122504368823,25.041481,23.95195,21.0819,20.540325,24.97279,23.901407,21.045242,20.512529,2.21478,1,218,24.565817,24.116308,21.272827,20.737623,20.56443,220338145730756608,0,2.21478,1,23.004768,21.352848,20.609924
588011122508300418,21.361399,19.476063,19.048904,18.942467,21.289793,19.423376,19.010693,18.913492,3.29517,1,278,21.312695,19.47938,19.052246,18.943388,18.873442,221745520379428864,4,3.29517,1,19.367331,18.939924,18.878517
588011124114456588,19.267567,19.200243,19.160599,18.941977,19.207888,19.156332,19.12875,18.917828,2.13541,4,210,19.247074,19.203274,19.171543,18.94311,18.552988,220056898911600640,3,2.13541,1,19.192413,19.135672,18.980051
588015509290877071,20.016397,18.912546,18.103628,17.62734,19.543785,18.564802,17.851416,17.436094,5.38808,4,436,21.228168,20.329409,19.604944,19.127377,18.852222,116192139485904896,2,5.38808,1,19.8659,19.059828,18.527325
588015509817589828,19.366482,18.672049,18.680248,18.628185,19.177961,18.533337,18.579643,18.551899,2.42464,5,281,19.325352,18.685732,18.694889,18.646355,18.403887,113093895746748416,4,2.42464,1,18.732327,18.749344,18.669029
588016839637794940,18.933109,18.354176,18.300587,18.250916,18.67968,18.167704,18.165342,18.148363,2.50225,2,143,18.917337,18.377663,18.323301,18.274103,18.052828,447209746051629056,4,2.50225,1,18.438711,18.331436,18.272238
588016839638581500,23.709805,20.426264,19.849977,19.737913,23.562157,20.317627,19.771185,19.678167,3.29513,2,155,23.458872,20.42886,19.83079,19.726032,19.582939,447491251139248128,4,3.29513,1,20.6898,20.057077,19.899109
588016840712192018,20.013334,19.313208,19.085556,18.885052,19.826071,19.175421,18.98562,18.809275,2.46009,4,153,20.026909,19.303606,19.102903,18.906477,18.594755,447491251739033600,4,2.46009,1,19.333582,19.066349,18.897305
588016878831272076,22.946901,20.183569,19.718349,19.439276,22.79859,20.074442,19.639202,19.379261,3.30565,3,172,22.793148,20.170645,19.713448,19.430313,19.171726,447772735116935168,3,3.30565,1,20.266296,19.724577,19.312559
588016878831599819,23.26313,21.248123,20.006247,19.921099,23.143587,21.160164,19.942451,19.872725,3.62209,3,177,23.13735,21.225389,19.99441,19.904276,19.778542,448054219396612096,3,3.62209,1,21.619312,20.21204,19.886337
588016879359557991,20.049744,19.726284,19.329504,18.945032,19.780083,19.52787,19.185598,18.835913,2.03332,4,41,20.098705,19.76825,19.405592,19.018581,18.718517,445520786195742720,3,2.03332,1,19.805532,19.465305,19.072741
588016879365587141,23.933867,20.139711,19.857256,19.83672,23.725523,19.986414,19.746073,19.752413,3.18284,4,133,23.939699,20.132515,19.857004,19.837322,19.640779,446928268684165120,4,3.18284,1,20.008232,19.713865,19.725269
588016890632536195,19.73877,19.17448,19.01395,18.916235,19.640215,19.101965,18.961355,18.876354,2.62396,1,21,19.73266,19.194897,19.030182,18.927675,18.881212,448335753420734464,3,2.62396,1,19.240089,19.040934,18.965597
588017109679341707,26.006029,21.269833,19.749044,19.409956,25.952951,21.230778,19.720718,19.388477,4.06272,1,74,25.833607,21.2519,19.746273,19.400438,19.424772,404425932829360128,3,4.06272,1,21.579952,19.779116,19.339905
588017112367693870,19.249647,19.165762,19.047365,18.994717,19.14649,19.089859,18.992315,18.952974,2.04355,6,135,19.269775,19.180836,19.062151,19.010578,18.791243,407240794609549312,3,2.04355,1,19.239813,19.097252,18.914392
588017112373002254,18.802038,18.400084,18.257782,18.22234,18.71664,18.33725,18.21221,18.187782,2.18553,6,216,18.818483,18.417416,18.275942,18.250057,18.19383,410337175201120256,3,2.18553,1,18.399826,18.311966,18.29594
