objid,u,g,r,i,dered_u,dered_g,dered_r,dered_i,z,camcol,field,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,specobjid,specClass,z,objType,mag_0,mag_1,mag_2
587731522818211925,19.192806,18.553978,18.345116,18.313953,19.099909,18.485626,18.29554,18.276361,2.53527,6,225,19.17631,18.597275,18.339516,18.318813,18.120264,234411860412071936,4,2.53527,1,18.539082,18.427181,18.39748
587731680122175644,22.477177,20.101868,19.84454,19.711277,22.389082,20.037048,19.797527,19.675629,3.01549,3,237,22.454363,20.117523,19.856707,19.728188,19.680897,234974827310481408,3,3.01549,1,20.150154,19.804171,19.768166
587731680651837799,23.222427,23.730183,21.144129,19.66338,22.893503,23.488163,20.968596,19.530279,4.74169,4,127,23.076185,23.674187,21.124872,19.668369,19.496708,232722938002931712,3,4.74169,1,24.934092,21.506519,19.798687
587731681195655249,19.276258,18.749416,18.592449,18.50877,19.19932,18.692804,18.55139,18.477636,2.24846,5,233,19.271519,18.75309,18.578033,18.501471,18.274893,234693344406536192,3,2.24846,1,18.668385,18.558224,18.506954
587731868554625091,19.883493,19.376877,19.074762,19.044359,19.814455,19.32608,19.03792,19.016422,2.18928,2,96,19.903059,19.414837,19.121508,19.096073,18.906153,284234356157841408,3,2.18928,1,19.425808,19.187811,19.142712
587731868558426216,20.860863,18.32094,17.804655,17.514709,20.799133,18.27552,17.771713,17.489731,3.05949,2,154,20.826321,18.34034,17.833714,17.528961,17.50654,285642002110873600,4,3.05949,1,18.539124,17.865559,17.590967
587731873923596480,19.669308,19.130884,18.995447,18.943047,19.429565,18.954483,18.867506,18.846033,2.29456,4,100,19.668825,19.147079,18.997154,18.956551,18.757219,251020052713701376,3,2.29456,1,19.302242,19.098063,19.028549
587731873926348907,19.831341,19.223274,19.236658,19.152338,19.592476,19.04752,19.109186,19.055679,2.2592,4,142,19.834873,19.224098,19.224363,19.157457,18.874723,251864609714077696,3,2.2592,1,19.181782,19.180836,19.108612
587731886808891536,19.216667,19.172161,19.069731,18.939301,18.980894,18.998682,18.943909,18.843893,2.09976,4,106,19.208755,19.174471,19.065962,18.939215,18.814137,251300641853407232,3,2.09976,1,19.285259,19.178255,18.998623
587731887342223778,19.7372,19.253296,18.937653,18.777437,19.539274,19.107664,18.832027,18.697346,2.1828,5,52,19.756336,19.264448,18.966503,18.808456,18.515745,250457441320304640,3,2.1828,1,19.460167,19.126087,18.949915
587731887883288836,23.121737,19.542585,19.032017,18.804678,22.863686,19.352715,18.894306,18.700256,3.34044,6,116,23.071379,19.537798,19.040382,18.804726,18.565006,251300642704850944,4,3.34044,1,19.634048,19.070757,18.878361
587731890037457088,25.479366,20.191463,19.758482,19.707499,25.416275,20.145041,19.724813,19.681969,3.30156,2,218,25.074198,20.178843,19.751839,19.706879,19.509594,255522744681103360,4,3.30156,1,20.263002,19.809778,19.673492
587731892189790309,19.762827,19.054789,19.052893,19.08877,19.682985,18.996042,19.010284,19.056461,2.55226,6,292,19.756142,19.066275,19.03796,19.084143,18.797216,370366331674951680,4,2.55226,1,18.998327,18.990055,19.03476
587732049480384588,19.607166,19.345266,19.132616,18.987078,19.514612,19.277166,19.083223,18.949625,2.15991,3,100,19.611158,19.350718,19.116831,18.991182,18.83416,253272006277988352,3,2.15991,1,19.386143,19.141508,19.002064
587732054855188753,24.865002,20.705584,20.308212,20.12484,24.75576,20.625204,20.249914,20.080635,2.98499,5,193,24.716986,20.694912,20.302389,20.103411,20.192036,337714856595554304,4,2.98499,1,20.619801,20.193439,19.992132
587738066730811590,19.764698,19.123064,18.935858,18.864899,19.578922,18.986372,18.836718,18.789722,2.25625,3,119,19.768274,19.14629,18.942419,18.887131,18.693501,526587486743298048,3,2.25625,1,19.17374,19.029026,18.929272
587738067801145431,18.945124,18.232397,17.703611,17.426456,18.435591,17.857489,17.431696,17.220272,2.13358,5,67,18.946672,18.238876,17.701111,17.434196,17.2171,525742777506463744,3,2.13358,1,18.395412,17.776737,17.510227
587738067810714170,23.907017,24.165945,21.707676,20.294769,23.484264,23.854887,21.482071,20.123699,3.77941,5,213,23.967178,23.975384,21.787048,20.331676,19.714296,528280979094110208,0,3.77941,1,0,22.693001,21.553499
587738067813925004,20.078362,19.664339,19.418844,19.095171,19.376892,19.148203,19.0445,18.811317,2.03472,5,262,20.05669,19.688822,19.443176,19.113394,18.985531,529125464392859648,3,2.03472,1,19.695442,19.434515,19.116207
587738196654489620,25.378584,20.621252,19.891376,19.814075,25.034241,20.367887,19.707617,19.674736,3.30573,5,133,25.471563,20.665565,19.95406,19.864605,19.688963,527436437340028928,3,3.30573,1,21.058813,20.237844,20.000137
587738067798917287,20.004499,19.391918,19.160631,19.1422,19.596647,19.091825,18.942978,18.977161,2.46622,5,33,20.007896,19.38953,19.155369,19.144466,18.917194,524898335547457536,4,2.46622,1,19.453823,19.23185,19.303932
587738067802521880,25.185131,20.922293,19.63131,19.553642,24.83556,20.665083,19.444759,19.412186,3.76798,5,88,25.041031,20.926844,19.647301,19.569368,19.465191,526024256639729664,4,3.76798,1,20.957058,19.691097,19.701321
587738068345094167,19.216192,19.00601,18.886133,18.762848,18.840378,18.72949,18.685577,18.610773,2.1038,6,175,19.206358,19.01424,18.880049,18.762047,18.566631,527717977366200320,3,2.1038,1,18.989416,18.779243,18.634706
587738195575112186,25.597614,22.684612,20.515375,20.059437,25.216429,22.40414,20.311953,19.905188,4.22922,3,47,25.513624,22.658194,20.522062,20.064734,19.940121,525742776663408640,4,4.22922,1,22.776428,20.587297,20.019751
587738196116898013,24.983063,19.739948,19.037748,18.805796,24.75317,19.570795,18.915064,18.712769,3.29606,4,122,24.903564,19.749607,19.049387,18.800783,18.684963,527150449514512384,3,3.29606,1,19.594757,18.860203,18.700077
587738196647019039,23.884325,22.552885,21.150688,20.206888,23.515371,22.281412,20.953794,20.057589,2.22723,5,19,23.98637,22.541483,21.14784,20.113977,20.786024,525179806430527488,0,2.22723,1,23.71373,23.800465,22.857944
587738196652261427,19.481022,19.209873,19.040989,18.806318,19.284906,19.065573,18.936331,18.726959,2.13344,5,99,19.493032,19.224661,19.058199,18.820251,18.55324,526587486382587904,3,2.13344,1,19.392933,19.124008,18.843229
587738371135307992,20.454031,19.932953,19.423235,18.960899,20.241079,19.776266,19.309593,18.874727,2.21102,2,99,20.475668,19.963993,19.465168,18.986973,18.600254,542631293968449536,3,2.21102,1,19.716444,19.162832,18.73391
587738371673751608,19.535883,19.000599,19.001028,18.973705,19.376238,18.883133,18.915833,18.909103,2.32976,3,123,19.540987,19.021364,19.022215,18.990862,18.839729,542912795436384256,4,2.32976,1,19.066401,19.079956,19.025661
587739132420292613,19.264641,18.781513,18.517387,18.377323,19.221487,18.74976,18.494358,18.359859,2.08819,4,130,19.254051,18.790846,18.507198,18.370382,18.158375,518425176371625984,3,2.08819,1,18.621775,18.382717,18.267221
587739132964307314,24.53343,22.750595,20.729301,20.099672,24.343071,22.610531,20.627716,20.022642,3.5193,5,239,24.318243,22.747334,20.733431,20.101231,19.76446,520678500961615872,3,3.5193,1,23.233614,21.01156,20.305271
587739302602014820,19.845383,19.270775,19.16013,19.101131,19.733736,19.188627,19.10055,19.055954,2.30025,1,33,19.871901,19.294523,19.187859,19.112669,18.874268,590764111357280256,3,2.30025,1,19.195824,19.153088,19.121456
587739303681130657,24.036158,19.233931,18.457283,18.157175,23.955099,19.17429,18.414026,18.124374,3.47049,3,115,23.978575,19.239248,18.473801,18.181076,17.952095,567403231336988672,3,3.47049,1,19.227654,18.416735,18.115156
587739304751595627,24.257368,20.771107,19.324827,18.963383,24.150936,20.692795,19.268028,18.920315,4.0522,5,65,24.209778,20.7689,19.33292,18.974876,18.844297,573031083923210240,4,4.0522,1,20.823757,19.197054,18.837463
587739377243783237,19.555372,19.118881,19.094294,19.032328,19.441511,19.035103,19.033531,18.986254,2.29237,4,288,19.561058,19.130045,19.08367,19.027021,18.850992,550794566836420608,3,2.29237,1,19.175049,19.13028,19.080807
587739380447183291,22.983265,20.741362,20.377592,20.137478,22.914808,20.69099,20.341059,20.109776,2.75752,2,16,22.897173,20.782383,20.419313,20.159517,20.20401,596114948380164096,4,2.75752,1,20.773037,20.398369,20.149513
587739380992377051,19.902405,19.305311,19.223469,19.183249,19.707552,19.16194,19.119484,19.104401,2.33378,3,143,19.916025,19.31184,19.242428,19.184818,18.995852,608217385458991104,4,2.33378,1,19.236847,19.091116,19.036919
587739385816482094,19.687222,19.074526,18.930811,18.924065,19.403406,18.865698,18.779352,18.809217,2.33139,4,25,19.696625,19.081469,18.947092,18.927649,18.762138,836215140373233664,4,2.33139,1,19.35293,19.163872,19.086666
587739406252179459,19.024389,18.905729,18.890718,18.852619,18.955969,18.855387,18.854206,18.824932,2.02182,2,553,19.006235,18.922043,18.884491,18.8508,18.730835,593860371127730176,3,2.02182,1,19.047888,18.995901,18.941002
587739406260699182,19.524572,18.821201,18.754501,18.655916,19.351358,18.693752,18.662064,18.585825,2.42973,2,683,19.52409,18.851027,18.766365,18.668301,18.386049,605686850488631296,4,2.42973,1,19.151731,19.030632,18.954857
587739406802681983,25.011904,20.700951,20.217884,19.984495,24.709396,20.478369,20.056448,19.862083,3.28239,3,761,24.951681,20.730579,20.238091,20.011591,20.100101,611312201428369408,4,3.28239,1,20.89798,20.408897,20.342106
587739407335817490,25.765848,21.891012,20.201998,19.440802,25.560171,21.739676,20.092236,19.357573,3.10319,4,704,25.711241,21.912737,20.20451,19.461109,18.796618,607374494394220544,4,3.10319,1,22.233818,20.507645,19.645205
587739407828779820,23.038652,22.831472,20.657913,19.704374,22.895081,22.725834,20.581295,19.646276,4.40363,5,34,23.024805,22.83692,20.643806,19.705248,19.080105,540942425611304960,0,4.40363,1,22.799908,20.678759,19.689157
587739457222082680,23.505974,19.692999,18.823668,18.583117,23.410381,19.622662,18.772654,18.544434,3.3135,1,52,23.349863,19.691526,18.822792,18.5916,18.502277,598646844519612416,4,3.3135,1,19.736015,18.843899,18.598026
587739458839577059,24.566425,20.804878,20.341839,20.192772,24.352795,20.64769,20.227833,20.106325,3.26952,4,157,24.48011,20.809504,20.349157,20.204565,20.318611,608217385035366400,3,3.26952,1,21.077705,20.619984,20.455708
587739504474259537,17.786942,17.706528,17.613686,17.478062,17.730043,17.664663,17.583321,17.455038,2.0157,1,167,17.781406,17.746571,17.634409,17.495819,17.344383,571343879203192832,3,2.0157,1,17.847359,17.663904,17.515066
587739504477929769,25.25251,23.364944,20.79438,19.451973,25.165817,23.301157,20.748116,19.416893,4.71193,1,223,25.104273,23.381819,20.794786,19.459229,19.129259,567964699518304256,3,4.71193,1,22.791168,20.637732,19.351162
587739507159924832,19.636335,19.360983,19.107046,18.997412,19.55512,19.301226,19.063705,18.964548,2.00501,6,187,19.639481,19.374054,19.097328,18.997103,18.963186,594705078737174528,3,2.00501,1,19.59651,19.194345,19.094509
587739608619089995,21.66715,19.895866,19.674282,19.58658,21.53894,19.801531,19.605862,19.534698,3.27906,3,43,21.676239,19.902464,19.689455,19.599653,19.649548,557831551379832832,4,3.27906,1,20.107704,19.741066,19.74976
588009370951745708,20.784054,19.955378,19.788,19.6605,20.738852,19.922119,19.763878,19.642208,2.43451,2,46,20.818756,19.964111,19.845646,19.703094,19.390902,157287737026674688,3,2.43451,1,20.048752,19.956303,19.869068
588009371764392031,19.939445,19.326836,19.314857,19.257877,19.819614,19.238665,19.25091,19.209387,2.41433,4,158,19.942661,19.362017,19.343815,19.294985,19.02775,219493815679975424,4,2.41433,1,19.491091,19.452015,19.395845
588010136806031556,21.850405,20.038845,19.84716,19.844446,21.757971,19.970833,19.797832,19.807043,3.00279,5,167,21.804506,20.045477,19.858427,19.853718,19.889635,156723388683911168,4,3.00279,1,20.113314,19.860571,19.90279
588010358548529225,23.803646,19.290752,18.736677,18.580626,23.697876,19.212927,18.680233,18.537825,3.35951,2,393,23.717825,19.292696,18.740368,18.572884,18.422535,236663925985247232,3,3.35951,1,19.330063,18.749159,18.576649
588010359068754057,19.551054,19.651926,19.554228,19.243793,19.31633,19.479219,19.428967,19.148811,2.0414,3,139,19.542618,19.656975,19.54961,19.24284,19.022297,159820734942674944,3,2.0414,1,19.455635,19.431564,19.202791
588010359605952849,24.550406,21.384462,20.012369,19.953445,24.338768,21.228741,19.899427,19.867805,3.83794,4,144,24.440386,21.391329,20.019535,19.963619,20.322783,160102217645293568,4,3.83794,1,21.764856,20.279341,20.252537
588010359611260984,19.426327,19.342939,19.282349,19.178148,19.307491,19.255503,19.218931,19.130062,2.03062,4,225,19.426081,19.351595,19.282381,19.168661,19.030762,161791501079150592,3,2.03062,1,19.066599,19.07667,19.004618
588010359618273407,19.181059,18.903097,18.543051,18.453243,18.913029,18.705883,18.400015,18.344784,2.13008,4,332,19.183807,18.927664,18.536888,18.462841,18.379242,235256346180583424,3,2.13008,1,19.034719,18.675606,18.536228
588010359624630335,18.482676,18.156393,18.363594,18.133844,18.389795,18.088053,18.314028,18.09626,3.62166,4,429,18.492298,18.216444,18.479736,18.277758,18.006983,237789843633995776,3,3.62166,1,18.071276,18.289154,18.074432
588010878767071255,19.179056,18.465473,18.554298,18.500685,19.003962,18.336641,18.460857,18.429832,2.40433,3,250,19.191557,18.486752,18.562101,18.503021,18.217457,239478520642797568,3,2.40433,1,18.443333,18.574162,18.537317
588011099409416418,24.720642,21.419468,20.438969,20.063412,24.673859,21.385044,20.414001,20.044481,2.2081,6,73,24.240202,21.416523,20.433372,20.061031,20.149532,218086200819318784,0,2.2081,1,22.008608,20.665319,20.123768
588011123577389248,22.323343,20.221754,19.932013,19.866673,22.260405,20.175444,19.898424,19.841204,3.0811,3,207,22.357767,20.241329,19.966537,19.896959,19.6455,220056898269872128,3,3.0811,1,20.25363,19.906605,19.938675
587738372743758079,18.811293,18.600327,18.476828,18.382509,18.624298,18.462738,18.377037,18.306841,2.08831,5,66,18.815857,18.598032,18.477455,18.37932,18.221361,541223893155708928,3,2.08831,1,18.550192,18.38397,18.29623
587738409248096371,23.274849,20.475395,20.192268,20.158644,23.097952,20.345236,20.097866,20.087061,2.80646,1,22,23.167969,20.468628,20.193415,20.160566,19.868366,489994307596451840,4,2.80646,1,20.640739,20.286781,20.152702
587739131880472720,23.654942,20.597378,20.167974,19.723255,23.594595,20.552975,20.135771,19.698835,3.2027,3,85,23.666151,20.602789,20.160484,19.718374,19.59708,517580646873300992,4,3.2027,1,20.642967,20.280643,19.753029
587739132415836364,25.987911,21.556204,20.137962,19.979475,25.925961,21.51062,20.104902,19.954407,3.9515,4,62,25.876875,21.53207,20.1448,19.976801,20.096998,571062400833290240,4,3.9515,1,22.04126,20.166555,19.915367
587739133488922692,18.764837,18.365822,18.273712,18.298561,18.733681,18.342897,18.257086,18.285954,2.22174,6,52,18.75913,18.391024,18.264904,18.290655,18.139978,591610246355484672,3,2.22174,1,18.425335,18.313587,18.337294
587739156580794496,21.926292,20.102926,19.955734,20.099518,21.824965,20.02837,19.901659,20.058516,2.93501,1,150,21.908772,20.09849,19.971094,20.115028,20.047781,548824222844059648,3,2.93501,1,20.173717,19.978495,20.099236
587739157647262423,24.421867,21.093042,20.267612,20.134542,24.246662,20.964127,20.174112,20.063644,3.37407,3,39,24.288628,21.099453,20.283907,20.146637,20.018141,544320400574644224,3,3.37407,1,20.978975,20.223686,19.932594
587739158191997196,22.690397,22.182186,20.728716,19.868876,22.619884,22.130304,20.691086,19.840342,2.18815,4,159,22.744928,22.185381,20.807838,19.908981,19.895552,549668413031579648,0,2.18815,1,23.063707,21.329372,20.621197
587739296697286828,22.699497,21.258774,20.096228,20.043993,22.610592,21.193359,20.048782,20.008017,3.66142,6,46,22.709194,21.319462,20.152491,20.091648,20.301968,570216314749059072,3,3.66142,1,21.549286,20.25466,20.066452
587739302614138954,23.898516,20.230007,19.861,19.859039,23.816566,20.16971,19.817266,19.825878,3.15058,1,218,23.840553,20.235929,19.876785,19.867096,19.873857,569935147567153152,4,3.15058,1,20.25042,19.965668,20.001556
587739375627665585,22.882154,20.329489,20.092833,20.001238,22.762709,20.241602,20.029089,19.952904,3.0276,1,204,22.708164,20.355318,20.115953,20.014277,19.950628,546290733229801472,4,3.0276,1,20.18972,19.912783,19.805965
587739376168403090,24.3794,20.457722,19.754477,19.636347,24.270466,20.377569,19.696342,19.592266,3.30693,2,263,24.445597,20.497677,19.794331,19.67819,19.673077,549949801655959552,3,3.30693,1,20.254286,19.641949,19.574917
587739376695247123,23.160631,20.453949,20.117413,20.048929,22.963295,20.30875,20.012102,19.969076,3.2145,3,110,23.199451,20.482777,20.153328,20.073002,20.135406,586541554143854592,3,3.2145,1,20.637785,20.124226,20.096035
587739377768661052,19.689631,19.255007,19.102934,19.093157,19.498602,19.11445,19.00099,19.015856,2.20531,5,105,19.695753,19.277939,19.124737,19.106421,19.109259,586541553384685568,0,2.20531,1,19.297338,19.090195,19.058199
587739382068478058,19.766171,19.262413,19.198099,19.117542,19.533218,19.091009,19.073784,19.023277,2.21883,5,179,19.768274,19.273163,19.211664,19.134624,18.946659,609624898905571328,3,2.21883,1,19.449671,19.264904,19.207304
587739406225244297,21.276283,19.26145,18.824383,19.037918,21.136417,19.158539,18.749743,18.981321,2.88407,2,142,21.237785,19.259621,18.826515,19.034098,18.820446,587104587777835008,4,2.88407,1,19.32872,18.91544,19.146547
587739406259978342,18.804123,18.510086,18.21397,18.13612,18.665638,18.40819,18.140066,18.08008,2.09364,2,672,18.805801,18.531744,18.261236,18.153261,18.015043,604278217141911552,3,2.09364,1,18.419727,18.201317,18.13855
587739406769324059,19.426893,18.829199,18.677101,18.602226,19.309505,18.742826,18.614456,18.554726,2.46251,3,252,19.426947,18.848612,18.674885,18.61305,18.4895,549105711028633600,4,2.46251,1,18.833101,18.655668,18.576767
587739406778105955,20.634935,18.594551,18.382275,18.427425,20.533695,18.52006,18.328247,18.386457,3.12804,3,386,20.647665,18.617933,18.389597,18.444235,18.425901,590764112036757504,4,3.12804,1,18.684252,18.438519,18.480463
587739406785511446,17.110746,16.784992,16.813644,16.918282,17.062035,16.749151,16.787649,16.898569,2.72053,3,499,17.11487,16.796669,16.824762,16.910959,17.114368,564868482345205760,3,2.72053,1,16.797331,16.817398,16.919237
587739406795407416,19.350962,18.79435,18.581604,18.463951,19.26486,18.730997,18.535656,18.42911,2.19692,3,650,19.352533,18.80644,18.581614,18.483269,18.24791,602024385145995264,3,2.19692,1,18.713654,18.460461,18.314789
587739407299248196,19.349474,18.903502,18.851101,18.789965,19.183943,18.781704,18.762764,18.72298,2.53124,4,146,19.361692,18.914318,18.865894,18.799685,18.749733,587104589937901568,4,2.53124,1,18.722435,18.683296,18.647879
587739407332016227,19.070105,17.666433,17.536827,17.472916,19.004929,17.618477,17.502047,17.446543,2.9923,4,646,19.040237,17.653856,17.540403,17.470655,17.403864,602024385603174400,4,2.9923,1,17.688675,17.559643,17.506287
587739407333851254,22.561958,20.145548,19.814686,19.715361,22.470886,20.078539,19.766085,19.678509,3.00102,4,674,22.5427,20.142586,19.818024,19.710159,19.646156,604278218098212864,4,3.00102,1,20.236713,19.900314,19.814108
587739407852175456,24.817051,20.821308,20.401558,20.118002,24.720543,20.750299,20.350056,20.078949,3.17686,5,391,24.500988,20.834135,20.439348,20.173349,19.837385,566557404758540288,3,3.17686,1,20.800777,20.31209,20.036779
587739407852306437,19.512486,19.090893,19.080242,19.054729,19.417583,19.021065,19.029596,19.016327,2.22859,5,393,19.500319,19.115376,19.066423,19.054216,18.917963,566557404792094720,3,2.22859,1,19.286058,19.329483,19.282101
587739407856631923,21.187086,19.34317,18.934704,18.850529,21.112209,19.288076,18.894745,18.82023,3.17006,5,459,21.154869,19.341105,18.938961,18.862633,18.838161,564023910035619840,3,3.17006,1,19.483509,19.067036,18.994129
587739408391078064,24.471251,20.802814,19.603218,19.440577,24.390913,20.743704,19.560347,19.408068,3.66618,6,422,24.447443,20.821957,19.60861,19.455746,19.412914,592171515802288128,4,3.66618,1,21.04282,19.787399,19.613316
587739408395665521,18.313271,18.19581,18.18915,18.014505,18.227875,18.132977,18.143578,17.97995,2.00548,6,492,18.294935,18.204081,18.178341,18.011932,17.933792,571906954251730944,3,2.00548,1,18.272045,18.220976,18.02467
587739458297790475,18.497498,18.32144,18.212336,18.105427,18.403364,18.252176,18.1621,18.067335,2.1336,3,82,18.499277,18.31319,18.21343,18.094795,17.887823,600898998127034368,3,2.1336,1,18.227652,18.128929,18.048306
587745541052760311,23.575172,20.882322,20.487148,20.191742,23.364164,20.727066,20.374542,20.106358,3.29456,5,197,23.365952,20.885082,20.463467,20.181767,19.998341,726437765880741888,3,3.29456,1,21.11602,20.548601,20.375427
587746213744148820,19.529579,18.840929,18.780787,18.753679,19.410959,18.753649,18.717484,18.705679,2.50789,2,77,19.520128,18.83058,18.789938,18.761631,18.539141,836496619904958464,4,2.50789,1,18.822363,18.66058,18.646513
588007003625685151,19.615225,18.974981,18.561981,18.155548,19.442822,18.848129,18.469976,18.085785,2.19783,1,141,19.867237,19.331701,19.002619,18.615499,18.388712,124916207592669184,3,2.19783,1,19.282238,18.794163,18.407223
588010134658286105,23.67454,22.097654,21.267611,20.3692,23.611744,22.051451,21.2341,20.34379,2.27426,1,163,23.502966,22.117842,21.324493,20.43504,20.057236,216678807942201344,0,2.27426,1,23.707222,23.189575,22.182999
588010359074586810,22.055969,20.339029,19.460018,19.327461,21.947742,20.259398,19.402262,19.283667,3.5176,3,228,22.039156,20.34675,19.473581,19.335873,19.396385,161509898473963520,4,3.5176,1,20.473553,19.53393,19.469391
588010360692932749,20.654909,19.32588,18.924671,18.596952,20.429775,19.160229,18.804527,18.50585,2.44121,6,346,20.65642,19.338615,18.943665,18.607327,18.310005,235538035658194944,3,2.44121,1,19.334526,18.954422,18.632217
588010877695295498,19.574821,18.43153,18.306309,18.248631,19.454256,18.342819,18.241968,18.199842,2.82262,1,280,19.541788,18.426756,18.308893,18.255915,18.215679,240041629111549952,4,2.82262,1,18.379593,18.186052,18.136143
588010878769561791,22.969273,21.325062,20.232162,20.234156,22.809603,21.207579,20.146954,20.169544,3.67176,3,288,22.865919,21.316133,20.219513,20.237341,20.071705,240323100502130688,4,3.67176,1,21.393124,20.322723,20.222862
588010878771331320,22.72381,20.483393,19.33676,19.197502,22.565996,20.367275,19.252541,19.133642,3.65683,3,315,22.643433,20.458828,19.329559,19.204546,19.016008,240886054620495872,3,3.65683,1,20.353401,19.252827,19.076488
588010878771790070,24.795656,21.146442,20.027391,19.987478,24.630306,21.02478,19.939152,19.920568,3.72606,3,322,24.679443,21.152771,20.041069,20.015118,20.187155,241167375200681984,4,3.72606,1,21.176941,19.950203,19.934277
588010879833276449,19.461313,19.0807,19.031931,19.039106,19.366074,19.010624,18.981106,19.000566,2.19607,5,135,19.444784,19.091518,19.034176,19.042746,18.847691,236945406964006912,3,2.19607,1,19.039116,19.032846,19.055721
587739132963062117,23.347273,19.652302,19.162563,19.061682,23.202915,19.546083,19.085526,19.003265,3.24065,5,220,23.275461,19.639299,19.156427,19.056854,19.036583,520398460537536512,3,3.24065,1,19.66375,19.161369,19.063755
587739156578631884,24.954878,20.703922,19.816521,19.673685,24.851282,20.627697,19.761236,19.631765,3.48801,1,117,25.098669,20.727196,19.848007,19.702724,19.609415,546853820647342080,4,3.48801,1,20.661091,19.832006,19.571733
587739157647786231,26.136562,21.102264,20.020363,19.81992,25.935972,20.954672,19.913317,19.73875,3.8574,3,47,26.062363,21.092304,20.026226,19.820065,19.701565,544320401778409472,4,3.8574,1,21.670204,20.242872,20.013666
587739158184722458,19.305059,18.729855,18.7213,18.516893,19.12767,18.599333,18.626635,18.445112,2.2824,4,48,19.30876,18.746775,18.731724,18.541382,18.182497,544320401744855040,3,2.2824,1,18.755184,18.763102,18.526001
587739158732144670,19.447519,18.96867,18.730473,18.674135,19.366199,18.908834,18.687075,18.641228,2.1831,5,209,19.445389,18.976816,18.759663,18.704885,18.59939,590201102285144064,3,2.1831,1,18.936478,18.731869,18.752323
587739159264952431,26.024963,20.412235,18.559237,18.055437,25.96014,20.36454,18.524643,18.029205,4.22701,6,147,25.873592,20.395649,18.561617,18.040243,17.951206,548542554920976384,3,4.22701,1,20.496471,18.625732,18.124224
587739167312642150,18.723614,18.702448,18.619692,18.420315,18.455257,18.504993,18.476482,18.311724,2.03444,5,65,18.737724,18.698256,18.628447,18.455729,18.229553,522084672608403456,3,2.03444,1,18.780979,18.623644,18.425774
587739303145308257,21.974674,19.715452,19.536808,19.491085,21.892401,19.654917,19.492903,19.457792,2.94252,2,131,21.873768,19.734056,19.518055,19.460226,19.563931,568808939865505792,4,2.94252,1,19.545059,19.330238,19.28862
587739304750350471,23.610241,21.684629,20.301792,19.423109,23.51685,21.615913,20.251953,19.385317,4.35647,5,46,23.435879,21.688166,20.3211,19.435713,19.861105,566557404511076352,3,4.35647,1,21.999216,20.43119,19.480463
587739304751399007,23.671076,19.828726,18.779276,18.606838,23.567629,19.752611,18.724072,18.564978,3.58083,5,62,23.501972,19.816048,18.781792,18.608225,18.51293,573031084162285568,3,3.58083,1,19.661289,18.618879,18.475811
587739305293119494,19.27997,19.040897,18.981503,18.889639,19.198288,18.980795,18.937912,18.856585,2.04112,6,136,19.277235,19.047903,18.984859,18.87874,18.750582,569373588709179392,3,2.04112,1,18.867252,18.746176,18.686192
587739375629631539,19.294893,18.911758,18.686245,18.657475,19.171919,18.821276,18.620619,18.607712,2.1161,1,234,19.270823,18.924297,18.674623,18.655443,18.588982,548261265093427200,3,2.1161,1,19.021152,18.681236,18.66044
587739376703307885,21.989452,19.677601,19.357243,19.258297,21.897211,19.60973,19.308018,19.22097,3.17772,3,233,21.957705,19.693949,19.36026,19.277912,19.337219,547416644176052224,3,3.17772,1,19.67222,19.343012,19.259514
587739377770102997,20.931528,19.332268,19.095612,19.053867,20.721712,19.177887,18.983643,18.968964,3.03119,5,127,20.951649,19.326111,19.096022,19.070061,18.997122,543194362452901888,4,3.03119,1,19.374319,19.039181,18.92098
587739377777180728,19.726059,19.157831,18.872854,18.708126,19.604048,19.068056,18.807741,18.658752,2.09055,5,235,19.735922,19.175175,18.886017,18.726311,18.514896,548261265651269632,3,2.09055,1,19.144903,18.836731,18.667212
587739379920011659,26.331329,24.165779,21.440918,19.843344,26.096148,23.992735,21.315411,19.748177,4.71665,1,164,26.193472,24.18198,21.491997,19.880383,19.770367,609061543446839296,3,4.71665,1,25.030447,21.826601,19.92671
587739380989952229,24.611107,21.965982,20.025482,20.102789,24.5047,21.88769,19.968697,20.059731,4.42039,3,106,24.502316,21.949005,20.020548,20.102045,19.297514,604278217922052096,3,4.42039,1,22.178164,20.099731,19.979168
587739381530493128,19.724049,19.08222,19.068693,19.017788,19.476189,18.899847,18.93642,18.91749,2.42636,4,162,19.732327,19.084936,19.075752,19.034067,18.821447,609061544579301376,4,2.42636,1,19.18375,19.13369,19.02537
587739405711966272,18.446184,18.33555,18.292728,18.222036,18.37826,18.285572,18.256479,18.19455,2.0731,1,502,18.417883,18.349888,18.289545,18.22431,18.024469,564868481955135488,3,2.0731,1,18.359098,18.277206,18.190689
587739406230487296,24.238314,21.787601,21.294346,19.817049,24.131176,21.708771,21.237171,19.773695,2.734,2,222,24.136246,21.777906,21.271006,19.82955,19.888344,547416641823047680,3,2.734,1,22.006594,21.132801,19.807716
587739406230814782,19.132454,18.725262,18.50285,18.51247,19.010284,18.63537,18.437653,18.463034,2.17904,2,227,19.116529,18.738148,18.503695,18.514898,18.274841,548261264942432256,3,2.17904,1,18.66165,18.424385,18.412905
587739406756806734,19.179007,18.61866,18.345587,18.127811,18.919584,18.42778,18.207144,18.022835,2.95259,3,61,19.180086,18.629971,18.346111,18.146889,18.165499,541505383621984256,3,2.95259,1,18.615681,18.364956,18.20211
